ac_no,ac_name,district,state,region,reserved_for,candidate_name,party,alliance,is_incumbent,education,profession,age,gender,assets,liabilities,criminal_cases,literacy,community,eci_approved,party_approved,nomination_status,nomination_date,affidavit_url,eci_candidate_id,contact,website,x_handle,source,predicted_winner
231,Constituency #231,Ariyalur,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣40.4 Cr,,2,94.53915779987376,,False,False,,,,,,,,curated,SPA
232,Constituency #232,Tiruchirappalli,Tamil Nadu,CENTRAL,SC,SPA Nominee,VCK,SPA,True,12th Pass,,,,Γé╣44.2 Cr,,2,90.6302112982423,,False,False,,,,,,,,curated,SPA
232,Constituency #232,Tiruchirappalli,Tamil Nadu,CENTRAL,SC,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣27.3 Cr,,0,92.97001774536923,,False,False,,,,,,,,curated,SPA
232,Constituency #232,Tiruchirappalli,Tamil Nadu,CENTRAL,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣17.4 Cr,,2,90.72537916248947,,False,False,,,,,,,,curated,SPA
232,Constituency #232,Tiruchirappalli,Tamil Nadu,CENTRAL,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣50.9 Cr,,2,93.02198712106541,,False,False,,,,,,,,curated,SPA
233,Constituency #233,Salem,Tamil Nadu,WEST,GEN,SPA Nominee,VCK,SPA,False,12th Pass,,,,Γé╣31.3 Cr,,0,94.57354358130229,,False,False,,,,,,,,curated,NDA
233,Constituency #233,Salem,Tamil Nadu,WEST,GEN,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣38.3 Cr,,0,86.19965275880405,,False,False,,,,,,,,curated,NDA
233,Constituency #233,Salem,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣24.6 Cr,,1,92.72572251162755,,False,False,,,,,,,,curated,NDA
233,Constituency #233,Salem,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣3.5 Cr,,2,89.9073550315109,,False,False,,,,,,,,curated,NDA
234,Constituency #234,Krishnagiri,Tamil Nadu,WEST,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣16.7 Cr,,2,92.63318354671466,,False,False,,,,,,,,curated,NDA
234,Constituency #234,Krishnagiri,Tamil Nadu,WEST,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣21.0 Cr,,2,94.83239688885261,,False,False,,,,,,,,curated,NDA
234,Constituency #234,Krishnagiri,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣47.1 Cr,,0,94.27360662696276,,False,False,,,,,,,,curated,NDA
234,Constituency #234,Krishnagiri,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣34.3 Cr,,1,92.35635330915501,,False,False,,,,,,,,curated,NDA
